Date,Open(Q.FTAS),High(Q.FTAS),Low(Q.FTAS),Last(Q.FTAS)
21/05/2019,4002.88,4033.88,4002.88,4014.44
20/05/2019,4025.27,4030.20,3983.91,4002.88
17/05/2019,4028.33,4028.42,4004.76,4025.27
16/05/2019,3997.67,4028.33,3984.37,4028.33
15/05/2019,3972.47,4000.44,3964.53,3997.67
14/05/2019,3929.52,3972.47,3929.51,3972.47
13/05/2019,3955.81,3961.02,3924.13,3929.52
10/05/2019,3955.09,3987.29,3949.83,3955.81
09/05/2019,3991.93,3991.94,3947.41,3955.09
08/05/2019,3985.21,3995.53,3967.26,3991.93
07/05/2019,4046.86,4046.90,3981.00,3985.21
03/05/2019,4033.03,4063.89,4032.67,4046.86
02/05/2019,4052.60,4053.20,4027.87,4033.03
01/05/2019,4067.98,4081.83,4049.95,4052.60
30/04/2019,4080.32,4084.82,4056.90,4067.98
29/04/2019,4072.73,4087.19,4064.14,4080.32
26/04/2019,4075.63,4081.27,4058.64,4072.73
25/04/2019,4096.24,4097.21,4062.81,4075.63
24/04/2019,4115.59,4115.94,4086.89,4096.24
23/04/2019,4084.74,4117.68,4084.74,4115.59
18/04/2019,4090.55,4091.22,4072.84,4084.74
17/04/2019,4092.04,4095.04,4080.56,4090.55
16/04/2019,4073.12,4098.53,4073.09,4092.04
15/04/2019,4069.90,4077.57,4064.55,4073.12
12/04/2019,4057.76,4076.68,4054.47,4069.90
11/04/2019,4054.58,4068.00,4038.69,4057.76
10/04/2019,4054.79,4062.58,4049.58,4054.58
09/04/2019,4069.28,4080.62,4049.16,4054.79
08/04/2019,4067.44,4073.57,4054.39,4069.28
05/04/2019,4046.62,4074.33,4045.48,4067.44
04/04/2019,4056.31,4056.31,4030.48,4046.62
03/04/2019,4035.52,4056.31,4034.06,4056.31
02/04/2019,3999.83,4041.04,3999.83,4035.52
01/04/2019,3978.28,4015.32,3978.28,3999.83
29/03/2019,3951.36,3982.50,3947.24,3978.28
28/03/2019,3932.56,3967.08,3930.63,3951.36
27/03/2019,3932.74,3946.94,3916.21,3932.56
26/03/2019,3921.91,3946.30,3917.99,3932.74
25/03/2019,3942.59,3942.59,3909.05,3921.91
22/03/2019,4020.51,4021.53,3935.74,3942.59
21/03/2019,3993.50,4027.11,3993.38,4020.51
20/03/2019,4013.60,4020.95,3993.50,3993.50
19/03/2019,4000.03,4024.94,3997.21,4013.60
18/03/2019,3968.31,4000.03,3968.31,4000.03
15/03/2019,3941.78,3972.77,3941.76,3968.31
14/03/2019,3926.90,3956.78,3921.56,3941.78
13/03/2019,3921.60,3935.62,3910.13,3926.90
12/03/2019,3910.80,3929.91,3890.83,3921.60
11/03/2019,3897.49,3934.47,3897.45,3910.80
08/03/2019,3926.03,3926.03,3884.02,3897.49
07/03/2019,3949.65,3949.74,3911.34,3926.03
06/03/2019,3946.87,3958.61,3940.05,3949.65
05/03/2019,3923.73,3950.44,3920.07,3946.87
04/03/2019,3911.07,3938.73,3911.07,3923.73
01/03/2019,3888.81,3919.77,3888.81,3911.07
28/02/2019,3902.74,3902.78,3869.65,3888.81
27/02/2019,3925.90,3925.93,3890.79,3902.74
26/02/2019,3939.76,3939.76,3900.19,3925.90
25/02/2019,3938.10,3951.88,3925.35,3939.76
22/02/2019,3931.74,3958.19,3929.72,3938.10
21/02/2019,3957.93,3958.17,3919.70,3931.74
20/02/2019,3931.77,3958.50,3931.06,3957.93
19/02/2019,3951.78,3951.78,3923.48,3931.77
18/02/2019,3954.56,3962.41,3944.26,3951.78
15/02/2019,3934.29,3966.87,3928.35,3954.56
14/02/2019,3933.36,3951.05,3926.61,3934.29
13/02/2019,3903.01,3940.23,3903.01,3933.36
12/02/2019,3901.12,3920.30,3897.47,3903.01
11/02/2019,3869.44,3908.09,3869.44,3901.12
08/02/2019,3884.26,3893.77,3866.54,3869.44
07/02/2019,3928.37,3931.94,3884.26,3884.26
06/02/2019,3928.14,3934.27,3913.57,3928.37
05/02/2019,3859.46,3928.67,3859.45,3928.14
04/02/2019,3851.90,3864.46,3844.66,3859.46
01/02/2019,3825.62,3853.79,3825.60,3851.90
31/01/2019,3816.67,3844.37,3814.25,3825.62
30/01/2019,3764.71,3828.22,3764.71,3816.67
29/01/2019,3720.07,3777.63,3719.92,3764.71
28/01/2019,3751.88,3753.27,3714.71,3720.07
25/01/2019,3755.05,3775.01,3750.83,3751.88
24/01/2019,3764.87,3772.21,3746.77,3755.05
23/01/2019,3794.20,3794.31,3760.93,3764.87
22/01/2019,3827.67,3827.67,3783.91,3794.20
21/01/2019,3826.12,3835.87,3818.65,3827.67
18/01/2019,3757.86,3833.16,3757.86,3826.12
17/01/2019,3769.07,3769.07,3738.41,3757.86
16/01/2019,3782.11,3790.57,3761.42,3769.07
15/01/2019,3764.02,3789.99,3761.04,3782.11
14/01/2019,3797.13,3797.13,3757.02,3764.02
11/01/2019,3804.40,3833.40,3789.57,3797.13
10/01/2019,3787.43,3807.33,3765.69,3804.40
09/01/2019,3758.89,3801.80,3758.89,3787.43
08/01/2019,3728.73,3779.39,3726.45,3758.89
07/01/2019,3733.55,3753.23,3712.58,3728.73
04/01/2019,3657.52,3739.32,3657.52,3733.55
03/01/2019,3681.37,3689.13,3656.10,3657.52
02/01/2019,3675.06,3688.57,3609.69,3681.37
31/12/2018,3675.27,3687.33,3670.71,3675.06
28/12/2018,3596.07,3679.14,3596.07,3675.27
27/12/2018,3648.16,3669.40,3573.33,3596.07
24/12/2018,3668.66,3668.66,3639.58,3648.16
21/12/2018,3665.15,3672.96,3637.30,3668.66
20/12/2018,3694.98,3694.98,3630.01,3665.15
19/12/2018,3662.99,3704.16,3661.42,3694.98
18/12/2018,3692.57,3692.57,3662.99,3662.99
17/12/2018,3732.96,3732.96,3687.48,3692.57
14/12/2018,3752.66,3752.67,3705.52,3732.96
13/12/2018,3759.53,3773.09,3741.94,3752.66
12/12/2018,3715.77,3769.16,3715.77,3759.53
11/12/2018,3672.22,3743.03,3672.22,3715.79
10/12/2018,3710.65,3721.57,3671.45,3672.21
07/12/2018,3674.02,3756.08,3674.02,3710.66
06/12/2018,3789.86,3789.86,3659.41,3674.03
05/12/2018,3837.06,3838.77,3786.70,3789.87
04/12/2018,3863.08,3876.48,3831.53,3837.07
03/12/2018,3823.35,3905.38,3823.35,3863.09
30/11/2018,3853.37,3854.44,3816.29,3823.34
29/11/2018,3839.18,3873.90,3839.18,3853.36
28/11/2018,3845.17,3864.40,3830.48,3839.18
27/11/2018,3855.70,3859.74,3829.18,3845.17
26/11/2018,3812.32,3860.87,3812.31,3855.72
23/11/2018,3815.77,3828.77,3792.19,3812.32
22/11/2018,3857.87,3857.87,3806.18,3815.77
21/11/2018,3805.03,3860.82,3805.03,3857.89
20/11/2018,3835.37,3840.07,3783.58,3805.04
19/11/2018,3843.11,3873.19,3833.50,3835.37
16/11/2018,3857.09,3885.52,3823.04,3843.09
15/11/2018,3862.36,3884.41,3825.85,3857.13
14/11/2018,3873.98,3903.53,3837.07,3862.36
13/11/2018,3868.42,3894.88,3854.95,3873.97
12/11/2018,3901.75,3942.56,3868.41,3868.41
09/11/2018,3923.35,3923.35,3887.35,3901.72
08/11/2018,3909.11,3938.02,3909.10,3923.32
07/11/2018,3870.41,3917.88,3870.41,3909.12
06/11/2018,3900.24,3907.08,3865.31,3870.42
05/11/2018,3904.29,3918.32,3893.66,3900.25
02/11/2018,3907.09,3950.84,3904.31,3904.31
01/11/2018,3904.24,3931.51,3884.76,3907.10
31/10/2018,3854.69,3920.88,3854.69,3904.23
30/10/2018,3846.98,3864.84,3828.90,3854.68
29/10/2018,3800.46,3880.24,3800.46,3846.97
26/10/2018,3836.72,3836.72,3759.18,3800.41
25/10/2018,3815.79,3836.72,3774.43,3836.72
24/10/2018,3809.98,3860.00,3809.98,3815.79
23/10/2018,3864.05,3864.05,3796.90,3809.97
22/10/2018,3868.47,3901.19,3863.54,3864.04
19/10/2018,3864.63,3878.94,3852.82,3868.49
18/10/2018,3878.20,3890.98,3864.62,3864.62
17/10/2018,3885.03,3899.42,3861.58,3878.21
16/10/2018,3859.27,3885.07,3849.48,3885.07
15/10/2018,3850.16,3864.39,3828.18,3859.27
12/10/2018,3848.57,3887.59,3848.57,3850.16
11/10/2018,3926.84,3926.84,3846.31,3848.58
10/10/2018,3978.64,3980.59,3926.86,3926.86
09/10/2018,3980.23,3988.68,3952.93,3978.64
08/10/2018,4028.20,4028.76,3980.26,3980.26
05/10/2018,4078.45,4080.06,4028.19,4028.19
04/10/2018,4127.52,4127.52,4076.31,4078.47
03/10/2018,4110.86,4135.30,4110.86,4127.55
02/10/2018,4124.65,4124.65,4097.37,4110.81
01/10/2018,4127.86,4139.92,4109.35,4124.60
28/09/2018,4145.91,4147.75,4111.99,4127.91
27/09/2018,4132.82,4149.64,4123.72,4145.89
26/09/2018,4131.86,4138.32,4123.08,4132.85
25/09/2018,4110.68,4137.34,4109.82,4131.85
24/09/2018,4128.59,4128.99,4107.47,4110.71
21/09/2018,4072.11,4131.47,4072.11,4128.58
20/09/2018,4054.63,4072.42,4051.62,4072.14
19/09/2018,4038.99,4061.59,4031.35,4054.63
18/09/2018,4036.99,4048.71,4028.22,4038.99
17/09/2018,4038.13,4045.36,4020.67,4036.99
14/09/2018,4023.77,4045.92,4023.77,4038.11
13/09/2018,4042.19,4044.58,4020.41,4023.77
12/09/2018,4019.28,4047.31,4010.77,4042.22
11/09/2018,4023.15,4023.70,3993.19,4019.28
10/09/2018,4021.98,4035.97,4011.30,4023.13
07/09/2018,4042.31,4046.06,3992.90,4022.00
06/09/2018,4074.62,4080.35,4039.62,4042.34
05/09/2018,4113.27,4113.27,4061.67,4074.62
04/09/2018,4138.84,4154.05,4103.79,4113.26
03/09/2018,4106.15,4144.48,4106.09,4138.84
31/08/2018,4143.67,4143.73,4105.12,4106.14
30/08/2018,4166.62,4166.62,4133.00,4143.65
29/08/2018,4194.24,4203.62,4157.74,4166.60
28/08/2018,4170.87,4202.77,4170.87,4194.24
24/08/2018,4163.39,4175.49,4161.04,4170.87
23/08/2018,4167.83,4182.39,4162.61,4163.38
22/08/2018,4164.31,4184.42,4148.24,4167.83
21/08/2018,4171.56,4178.71,4158.82,4164.30
20/08/2018,4153.88,4183.70,4153.88,4171.57
17/08/2018,4153.09,4162.89,4131.98,4153.82
16/08/2018,4122.23,4157.35,4122.23,4153.09
15/08/2018,4179.97,4189.91,4111.96,4122.24
14/08/2018,4196.14,4209.63,4175.09,4179.99
13/08/2018,4210.66,4210.66,4183.01,4196.13
10/08/2018,4248.58,4248.58,4205.35,4210.66
09/08/2018,4262.99,4263.06,4235.17,4248.58
08/08/2018,4233.53,4268.77,4229.81,4263.00
07/08/2018,4208.21,4250.40,4207.85,4233.52
06/08/2018,4205.69,4217.52,4196.26,4208.22
03/08/2018,4165.54,4209.45,4165.54,4205.70
02/08/2018,4208.63,4208.67,4155.05,4165.55
01/08/2018,4253.31,4253.78,4198.32,4208.63
31/07/2018,4232.13,4270.02,4230.73,4253.31
30/07/2018,4232.63,4239.44,4212.46,4232.13
27/07/2018,4212.10,4239.14,4211.91,4232.64
26/07/2018,4209.39,4222.40,4201.26,4212.10
25/07/2018,4235.80,4236.48,4200.98,4209.38
24/07/2018,4208.76,4250.80,4205.95,4235.80
23/07/2018,4224.49,4224.49,4195.79,4208.75
20/07/2018,4226.13,4236.51,4199.75,4224.50
19/07/2018,4225.58,4234.59,4215.95,4226.13
18/07/2018,4199.68,4231.33,4199.56,4225.59
17/07/2018,4185.47,4206.87,4177.90,4199.69
16/07/2018,4213.23,4218.88,4170.57,4185.46
13/07/2018,4207.14,4240.49,4207.14,4213.22
12/07/2018,4176.21,4212.69,4176.17,4207.12
11/07/2018,4228.42,4228.42,4169.24,4176.22
10/07/2018,4225.22,4238.92,4220.81,4228.44
09/07/2018,4187.14,4229.94,4187.14,4225.21
06/07/2018,4180.76,4193.90,4165.03,4187.17
05/07/2018,4168.74,4192.56,4168.25,4180.73
04/07/2018,4177.86,4177.86,4162.53,4168.71
03/07/2018,4155.39,4195.40,4154.70,4177.84
02/07/2018,4202.28,4202.28,4154.16,4155.36
29/06/2018,4188.61,4234.86,4188.61,4202.25
28/06/2018,4197.12,4199.23,4167.97,4188.60
27/06/2018,4157.24,4203.27,4141.66,4197.13
26/06/2018,4145.57,4170.45,4145.51,4157.22
25/06/2018,4230.39,4230.39,4144.74,4145.57
22/06/2018,4164.98,4233.31,4164.90,4230.43
21/06/2018,4203.66,4225.06,4161.50,4164.99
20/06/2018,4190.45,4241.70,4190.45,4203.66
19/06/2018,4208.44,4208.44,4163.85,4190.44
18/06/2018,4209.99,4215.37,4192.97,4208.43
15/06/2018,4278.70,4283.80,4209.94,4209.94
14/06/2018,4248.13,4291.84,4220.49,4278.70
13/06/2018,4248.86,4269.66,4237.28,4248.12
12/06/2018,4265.69,4278.36,4247.28,4248.85
11/06/2018,4235.39,4274.08,4235.38,4265.71
08/06/2018,4245.88,4251.03,4212.76,4235.38
07/06/2018,4249.82,4269.21,4242.65,4245.88
06/06/2018,4233.84,4257.19,4229.44,4249.82
05/06/2018,4259.90,4261.54,4233.76,4233.76
04/06/2018,4237.60,4272.40,4237.59,4259.90
01/06/2018,4222.18,4258.72,4222.18,4237.55
31/05/2018,4226.47,4247.14,4208.96,4222.20
30/05/2018,4199.29,4226.47,4191.39,4226.47
29/05/2018,4255.20,4255.20,4191.32,4199.30
25/05/2018,4244.68,4264.42,4242.40,4255.20
24/05/2018,4278.30,4286.21,4244.71,4244.71
23/05/2018,4324.39,4324.39,4267.73,4278.28
22/05/2018,4314.70,4336.77,4313.26,4324.41
21/05/2018,4273.82,4318.75,4273.69,4314.70
18/05/2018,4278.58,4279.69,4260.76,4273.81
17/05/2018,4248.76,4278.59,4239.25,4278.59
16/05/2018,4241.92,4253.35,4239.82,4248.78
15/05/2018,4236.83,4257.13,4226.80,4241.88
14/05/2018,4242.01,4244.71,4224.85,4236.83
11/05/2018,4228.41,4243.89,4227.23,4242.04
10/05/2018,4210.61,4230.84,4196.12,4228.42
09/05/2018,4164.34,4210.60,4164.34,4210.60
08/05/2018,4158.62,4177.95,4156.64,4164.36
04/05/2018,4128.11,4160.59,4128.11,4158.64
03/05/2018,4150.83,4156.00,4123.38,4128.12
02/05/2018,4135.32,4163.61,4135.32,4150.85
01/05/2018,4127.69,4149.84,4126.42,4135.31
30/04/2018,4123.92,4146.70,4121.87,4127.68
27/04/2018,4083.50,4126.12,4083.43,4123.92
26/04/2018,4059.91,4083.53,4048.91,4083.53
25/04/2018,4086.95,4087.50,4039.78,4059.93
24/04/2018,4078.94,4095.43,4074.44,4086.96
23/04/2018,4062.29,4081.44,4059.53,4078.95
20/04/2018,4042.29,4062.30,4039.86,4062.30
19/04/2018,4031.91,4046.17,4031.80,4042.30
18/04/2018,3984.51,4035.57,3984.51,4031.92
17/04/2018,3969.97,3992.00,3966.90,3984.51
16/04/2018,4001.38,4002.37,3969.08,3970.00
13/04/2018,3996.52,4007.20,3991.31,4001.33
12/04/2018,3991.83,3999.75,3985.57,3996.54
11/04/2018,3995.84,3997.69,3983.39,3991.85
10/04/2018,3956.89,3995.86,3956.89,3995.86
09/04/2018,3953.51,3966.33,3933.43,3956.84
06/04/2018,3961.27,3968.48,3943.56,3953.47
05/04/2018,3876.64,3961.28,3876.64,3961.28
04/04/2018,3881.06,3887.59,3848.66,3876.63
03/04/2018,3894.18,3897.25,3860.63,3881.04
29/03/2018,3885.15,3918.88,3885.11,3894.17
28/03/2018,3867.03,3885.16,3825.67,3885.16
27/03/2018,3810.82,3887.88,3810.82,3866.92
26/03/2018,3830.21,3847.28,3799.40,3810.81
23/03/2018,3846.94,3846.94,3802.42,3830.25
22/03/2018,3895.32,3895.32,3828.49,3846.88
21/03/2018,3907.71,3909.84,3884.61,3895.31
20/03/2018,3898.50,3917.12,3898.12,3907.73
19/03/2018,3957.06,3957.06,3895.08,3898.51
16/03/2018,3947.22,3968.31,3943.25,3957.08
15/03/2018,3943.63,3957.97,3940.50,3947.16
14/03/2018,3948.56,3968.15,3939.54,3943.63
13/03/2018,3991.03,3992.79,3942.37,3948.56
12/03/2018,3993.45,4008.00,3981.40,3991.04
09/03/2018,3979.76,3993.45,3974.40,3993.45
08/03/2018,3952.79,3984.09,3947.34,3979.76
07/03/2018,3945.73,3963.27,3929.34,3952.80
06/03/2018,3927.23,3968.54,3927.09,3945.73
05/03/2018,3899.69,3928.32,3897.12,3927.23
02/03/2018,3953.29,3953.29,3896.77,3899.70
01/03/2018,3981.62,3981.62,3942.58,3953.28
28/02/2018,4011.53,4014.12,3981.61,3981.61
27/02/2018,4012.76,4032.10,4007.41,4011.52
26/02/2018,3991.50,4023.15,3991.50,4012.75
23/02/2018,3992.40,3996.81,3978.97,3991.50
22/02/2018,4007.44,4007.44,3960.54,3992.40
21/02/2018,3991.91,4012.03,3976.77,4007.43
20/02/2018,3988.34,3997.24,3970.89,3991.90
19/02/2018,4012.29,4018.21,3984.97,3988.33
16/02/2018,3978.91,4017.31,3978.91,4012.28
15/02/2018,3964.97,3995.85,3964.94,3978.90
14/02/2018,3939.71,3978.65,3929.61,3964.97
13/02/2018,3946.42,3959.46,3939.71,3939.71
12/02/2018,3902.80,3959.73,3902.80,3946.42
09/02/2018,3941.23,3941.23,3893.14,3902.85
08/02/2018,4002.50,4002.50,3937.53,3941.25
07/02/2018,3924.97,4017.51,3924.97,4002.51
06/02/2018,4027.41,4027.41,3899.93,3924.95
05/02/2018,4086.72,4086.72,4026.22,4027.44
02/02/2018,4115.99,4117.89,4083.59,4086.72
01/02/2018,4137.68,4149.49,4111.00,4115.99
31/01/2018,4165.08,4170.74,4131.09,4137.66
30/01/2018,4210.52,4210.58,4165.08,4165.08
29/01/2018,4209.41,4222.50,4208.64,4210.51
26/01/2018,4185.04,4210.60,4185.04,4209.42
25/01/2018,4197.67,4207.83,4180.76,4185.04
24/01/2018,4241.57,4242.90,4197.67,4197.67
23/01/2018,4233.55,4248.74,4231.28,4241.58
22/01/2018,4240.49,4244.36,4228.59,4233.55
19/01/2018,4227.85,4241.09,4223.71,4240.50
18/01/2018,4242.35,4249.09,4219.65,4227.86
17/01/2018,4260.07,4260.07,4235.75,4242.35
16/01/2018,4264.41,4275.92,4252.37,4260.08
15/01/2018,4268.85,4270.95,4262.43,4264.44
12/01/2018,4258.08,4277.16,4257.08,4268.89
11/01/2018,4251.90,4261.08,4244.34,4258.09
10/01/2018,4248.08,4257.38,4238.27,4251.90
09/01/2018,4232.00,4248.67,4231.99,4248.12
08/01/2018,4246.38,4252.07,4230.32,4231.99
05/01/2018,4229.52,4246.75,4225.77,4246.37
04/01/2018,4215.48,4232.03,4215.48,4229.48
03/01/2018,4202.56,4224.56,4200.87,4215.45
02/01/2018,4221.81,4223.21,4189.93,4202.53
29/12/2017,4190.32,4225.96,4189.13,4221.82
28/12/2017,4188.51,4194.83,4183.22,4190.33
27/12/2017,4170.22,4193.15,4167.42,4188.50
22/12/2017,4173.01,4180.02,4164.26,4170.21
21/12/2017,4135.16,4175.32,4130.69,4173.01
20/12/2017,4143.41,4148.22,4129.85,4135.16
19/12/2017,4136.81,4151.06,4136.02,4143.35
18/12/2017,4108.99,4139.96,4108.99,4136.81
15/12/2017,4088.57,4108.96,4081.00,4108.96
14/12/2017,4111.95,4112.07,4088.58,4088.58
13/12/2017,4114.09,4119.21,4111.04,4111.96
12/12/2017,4092.59,4114.10,4090.46,4114.09
11/12/2017,4063.73,4095.15,4063.70,4092.59
08/12/2017,4025.33,4072.13,4023.63,4063.72
07/12/2017,4037.83,4050.07,4022.15,4025.33
06/12/2017,4031.07,4048.13,4008.75,4037.84
05/12/2017,4038.49,4054.36,4030.25,4031.05
04/12/2017,4018.89,4053.29,4018.89,4038.50
01/12/2017,4033.84,4046.52,4013.69,4018.87
30/11/2017,4066.93,4075.17,4032.97,4033.84
29/11/2017,4095.13,4095.13,4063.70,4066.92
28/11/2017,4056.25,4099.14,4051.87,4095.13
27/11/2017,4070.19,4083.83,4056.23,4056.23
24/11/2017,4075.43,4080.49,4061.52,4070.20
23/11/2017,4076.76,4077.87,4054.13,4075.43
22/11/2017,4070.45,4094.81,4070.45,4076.76
21/11/2017,4058.06,4075.50,4047.46,4070.45
20/11/2017,4051.79,4061.80,4037.33,4058.05
17/11/2017,4056.40,4065.06,4039.36,4051.78
16/11/2017,4044.98,4058.95,4044.98,4056.40
15/11/2017,4069.09,4069.66,4036.42,4044.62
14/11/2017,4068.12,4080.23,4061.77,4069.09
13/11/2017,4084.05,4100.79,4062.18,4068.12
10/11/2017,4108.39,4115.54,4079.49,4084.05
09/11/2017,4137.51,4137.61,4106.97,4108.39
08/11/2017,4130.47,4140.52,4125.91,4137.50
07/11/2017,4156.42,4166.02,4128.67,4130.47
06/11/2017,4156.94,4161.58,4148.18,4156.41
03/11/2017,4151.69,4164.60,4147.72,4156.95
02/11/2017,4120.00,4155.22,4116.34,4151.70
01/11/2017,4117.69,4138.92,4117.69,4120.01
31/10/2017,4114.93,4128.42,4112.62,4117.69
30/10/2017,4120.20,4122.24,4108.21,4114.94
27/10/2017,4111.40,4127.00,4110.13,4120.21
26/10/2017,4091.15,4112.20,4088.06,4111.40
25/10/2017,4127.92,4128.80,4087.21,4091.17
24/10/2017,4127.45,4132.03,4118.92,4127.92
23/10/2017,4127.96,4135.81,4121.51,4127.45
20/10/2017,4127.21,4144.79,4124.99,4127.92
19/10/2017,4140.61,4140.61,4110.48,4127.21
18/10/2017,4124.45,4146.81,4124.45,4140.61
17/10/2017,4132.63,4140.02,4120.69,4124.45
16/10/2017,4137.07,4146.45,4131.49,4132.62
13/10/2017,4145.97,4146.05,4129.69,4137.06
12/10/2017,4133.09,4148.78,4130.15,4145.98
11/10/2017,4134.20,4139.13,4125.46,4133.08
10/10/2017,4119.16,4136.71,4118.27,4134.21
09/10/2017,4128.09,4129.36,4112.66,4119.16
06/10/2017,4118.56,4130.66,4118.56,4128.10
05/10/2017,4098.30,4118.56,4096.38,4118.56
04/10/2017,4098.45,4100.82,4092.13,4098.30
03/10/2017,4082.95,4099.56,4077.63,4098.45
02/10/2017,4049.89,4082.95,4049.89,4082.95
29/09/2017,4020.77,4053.07,4020.41,4049.89
28/09/2017,4012.68,4020.77,4002.66,4020.77
27/09/2017,3997.47,4019.49,3997.47,4012.65
26/09/2017,4006.90,4010.33,3992.45,3997.47
25/09/2017,4008.86,4012.71,3991.52,4006.88
22/09/2017,3985.04,4012.81,3973.08,4008.86
21/09/2017,3992.94,3997.75,3982.99,3985.05
20/09/2017,3994.36,4001.45,3982.92,3992.93
19/09/2017,3981.55,3999.03,3977.83,3994.36
18/09/2017,3962.44,3983.21,3962.44,3981.58
15/09/2017,4002.98,4002.98,3952.95,3962.44
14/09/2017,4043.20,4049.73,3999.70,4002.98
13/09/2017,4054.89,4054.90,4023.99,4043.10
12/09/2017,4061.91,4072.50,4048.55,4054.83
11/09/2017,4043.27,4072.20,4043.27,4061.86
08/09/2017,4054.61,4054.61,4032.37,4043.28
07/09/2017,4034.26,4062.52,4030.09,4054.62
06/09/2017,4044.57,4044.57,4018.01,4034.30
05/09/2017,4060.75,4074.96,4042.82,4044.60
04/09/2017,4075.75,4075.75,4058.28,4060.73
01/09/2017,4072.99,4085.01,4072.73,4075.75
31/08/2017,4036.92,4077.95,4036.83,4072.98
30/08/2017,4021.35,4044.34,4021.35,4036.92
29/08/2017,4054.63,4054.74,3998.37,4021.42
25/08/2017,4058.38,4073.30,4054.63,4054.63
24/08/2017,4048.98,4073.38,4048.95,4058.44
23/08/2017,4048.82,4055.45,4039.49,4048.99
22/08/2017,4017.48,4051.30,4017.48,4048.82
21/08/2017,4018.64,4023.83,4005.44,4017.49
18/08/2017,4052.39,4052.39,4008.78,4018.66
17/08/2017,4075.78,4076.24,4050.76,4052.37
16/08/2017,4048.31,4081.13,4048.31,4075.81
15/08/2017,4034.84,4055.52,4034.46,4048.31
14/08/2017,4010.35,4045.41,4010.35,4034.85
11/08/2017,4050.91,4050.91,4001.67,4010.33
10/08/2017,4105.60,4105.60,4045.35,4050.91
09/08/2017,4127.63,4127.65,4092.83,4105.60
08/08/2017,4123.80,4132.16,4117.06,4127.66
07/08/2017,4114.19,4125.36,4114.19,4123.80
04/08/2017,4095.46,4117.53,4089.92,4114.20
03/08/2017,4065.42,4100.17,4053.95,4095.49
02/08/2017,4071.32,4078.25,4054.95,4065.44
01/08/2017,4046.13,4079.21,4046.13,4071.32
31/07/2017,4041.98,4069.45,4041.98,4046.20
28/07/2017,4079.83,4079.83,4029.23,4042.02
27/07/2017,4079.39,4086.96,4062.32,4079.83
26/07/2017,4068.23,4095.24,4068.17,4079.45
25/07/2017,4042.69,4077.56,4042.69,4068.25
24/07/2017,4079.60,4079.67,4030.95,4042.69
21/07/2017,4095.03,4108.53,4068.40,4079.62
20/07/2017,4067.65,4100.84,4067.65,4095.07
19/07/2017,4046.34,4072.14,4041.57,4067.61
18/07/2017,4048.86,4057.79,4028.63,4046.36
17/07/2017,4033.53,4058.05,4033.53,4048.85
14/07/2017,4049.02,4051.43,4026.30,4033.51
13/07/2017,4045.36,4054.28,4040.01,4049.07
12/07/2017,4004.54,4054.72,4004.54,4045.37
11/07/2017,4027.69,4036.59,3994.24,4004.57
10/07/2017,4020.82,4037.32,4015.18,4027.69
07/07/2017,4013.86,4023.42,4002.81,4020.82
06/07/2017,4029.78,4033.01,3998.41,4013.80
05/07/2017,4019.63,4036.31,4018.16,4029.81
04/07/2017,4029.83,4032.43,4009.82,4019.63
03/07/2017,4002.13,4033.87,4001.58,4029.70
30/06/2017,4018.61,4031.96,3996.51,4002.18
29/06/2017,4039.29,4069.23,4013.78,4018.61
28/06/2017,4062.42,4065.84,4034.36,4039.30
27/06/2017,4073.50,4075.01,4051.61,4062.45
26/06/2017,4063.60,4090.45,4063.59,4073.45
23/06/2017,4069.13,4071.82,4049.88,4063.60
22/06/2017,4073.27,4073.64,4049.54,4069.07
21/06/2017,4087.95,4089.95,4059.46,4073.24
20/06/2017,4113.64,4132.35,4087.85,4087.85
19/06/2017,4085.10,4120.04,4085.10,4113.56
16/06/2017,4055.55,4088.41,4055.55,4085.04
15/06/2017,4095.51,4095.67,4035.37,4055.55
14/06/2017,4103.07,4127.96,4095.51,4095.51
13/06/2017,4101.72,4117.16,4099.82,4103.07
12/06/2017,4111.63,4115.51,4091.15,4101.72
09/06/2017,4076.65,4115.81,4076.47,4111.63
08/06/2017,4086.98,4092.99,4075.93,4076.65
07/06/2017,4105.93,4123.51,4085.49,4086.98
06/06/2017,4114.40,4114.61,4097.59,4105.93
05/06/2017,4129.13,4136.88,4111.97,4114.40
02/06/2017,4127.68,4154.11,4124.92,4129.13
01/06/2017,4116.08,4135.75,4116.08,4127.68
31/05/2017,4119.58,4145.77,4114.93,4116.08
30/05/2017,4130.15,4130.17,4105.68,4119.58
26/05/2017,4114.68,4132.82,4113.86,4130.15
25/05/2017,4112.93,4120.72,4103.69,4114.68
24/05/2017,4098.45,4115.33,4094.15,4112.93
23/05/2017,4102.89,4116.79,4098.45,4098.45
22/05/2017,4087.60,4112.84,4087.60,4102.89
19/05/2017,4067.86,4091.94,4067.86,4087.60
18/05/2017,4101.20,4101.28,4042.64,4067.86
17/05/2017,4113.10,4116.24,4089.46,4101.20
16/05/2017,4079.22,4118.18,4077.97,4113.10
15/05/2017,4071.15,4083.84,4070.86,4079.22
12/05/2017,4050.64,4071.15,4048.31,4071.15
11/05/2017,4053.08,4055.97,4041.46,4050.64
10/05/2017,4031.36,4058.96,4026.56,4053.08
09/05/2017,4009.57,4038.55,4009.57,4031.36
08/05/2017,4006.84,4019.42,4000.80,4009.57
