Date,Open(Q.FTAS),High(Q.FTAS),Low(Q.FTAS),Last(Q.FTAS)
09/07/2012,2936.85,2939.69,2910.09,2918.16
06/07/2012,2952.20,2952.22,2929.31,2936.85
05/07/2012,2949.57,2969.53,2937.24,2952.19
04/07/2012,2951.72,2956.64,2941.61,2949.57
03/07/2012,2927.12,2951.87,2925.11,2951.72
02/07/2012,2891.45,2927.12,2891.45,2927.12
29/06/2012,2847.99,2913.26,2847.99,2891.45
28/06/2012,2863.33,2868.37,2820.54,2848.00
27/06/2012,2826.40,2863.88,2826.39,2863.33
26/06/2012,2828.05,2841.37,2821.74,2826.40
25/06/2012,2861.51,2861.52,2822.00,2828.05
22/06/2012,2889.09,2889.09,2856.44,2861.52
21/06/2012,2916.72,2916.72,2888.39,2889.09
20/06/2012,2895.44,2916.85,2885.07,2916.72
19/06/2012,2847.84,2903.13,2847.80,2895.44
18/06/2012,2842.44,2879.35,2832.74,2847.84
15/06/2012,2831.47,2860.75,2831.47,2842.44
14/06/2012,2837.67,2837.67,2809.74,2831.47
13/06/2012,2834.04,2850.77,2815.37,2837.66
12/06/2012,2819.77,2836.51,2806.82,2834.04
11/06/2012,2822.16,2873.07,2813.63,2819.77
08/06/2012,2829.38,2829.39,2795.04,2822.17
07/06/2012,2795.61,2850.62,2795.61,2829.37
06/06/2012,2732.64,2797.17,2732.64,2795.61
01/06/2012,2767.09,2781.13,2717.74,2732.65
31/05/2012,2754.48,2783.40,2744.37,2767.09
30/05/2012,2801.92,2801.92,2748.74,2754.47
29/05/2012,2781.34,2806.60,2776.92,2801.91
28/05/2012,2775.86,2807.83,2774.07,2781.34
25/05/2012,2777.12,2795.22,2757.32,2775.86
24/05/2012,2736.48,2787.04,2736.47,2777.12
23/05/2012,2804.68,2804.82,2735.59,2736.48
22/05/2012,2755.64,2807.54,2755.64,2804.68
21/05/2012,2739.21,2764.85,2732.64,2755.64
18/05/2012,2776.65,2776.67,2735.72,2739.20
17/05/2012,2809.41,2813.43,2765.55,2776.65
16/05/2012,2826.01,2830.48,2781.13,2809.41
15/05/2012,2841.63,2863.25,2814.22,2826.01
14/05/2012,2897.79,2897.79,2827.52,2841.63
11/05/2012,2881.50,2902.14,2860.06,2897.79
10/05/2012,2869.65,2891.40,2852.90,2881.50
09/05/2012,2883.78,2892.61,2837.41,2869.65
08/05/2012,2938.16,2942.65,2881.92,2883.78
04/05/2012,2999.54,2999.54,2931.23,2938.16
03/05/2012,2995.58,3015.30,2989.16,2999.54
02/05/2012,3020.60,3024.93,2984.41,2995.58
01/05/2012,2984.67,3023.63,2982.32,3020.60
30/04/2012,3003.96,3011.76,2980.27,2984.67
27/04/2012,2987.03,3008.86,2966.68,3003.97
26/04/2012,2973.03,2994.13,2959.61,2987.03
25/04/2012,2966.39,2986.08,2965.25,2973.03
24/04/2012,2944.06,2968.66,2942.38,2966.39
23/04/2012,3000.68,3000.68,2930.33,2944.06
20/04/2012,2987.79,3002.06,2977.50,3000.68
19/04/2012,2988.40,3010.59,2983.55,2987.79
18/04/2012,2997.66,3005.77,2979.43,2988.41
17/04/2012,2947.36,3001.21,2940.37,2997.65
16/04/2012,2943.05,2968.49,2937.63,2947.36
13/04/2012,2972.30,2972.96,2938.95,2943.05
12/04/2012,2932.13,2980.53,2918.24,2972.30
11/04/2012,2911.34,2941.65,2901.84,2932.13
10/04/2012,2977.03,2977.03,2911.34,2911.34
05/04/2012,2967.02,2981.00,2946.92,2977.03
04/04/2012,3036.97,3036.97,2958.47,2967.02
03/04/2012,3053.42,3061.10,3036.97,3036.97
02/04/2012,3002.78,3053.42,2992.63,3053.42
30/03/2012,2987.09,3008.94,2987.09,3002.78
29/03/2012,3022.38,3022.84,2979.39,2987.10
28/03/2012,3053.20,3057.14,3022.38,3022.38
27/03/2012,3068.61,3088.00,3050.29,3053.20
26/03/2012,3041.59,3073.22,3041.59,3068.61
23/03/2012,3036.96,3052.29,3014.66,3041.59
22/03/2012,3061.07,3061.07,3027.20,3036.96
21/03/2012,3059.91,3074.48,3054.77,3061.07
20/03/2012,3095.89,3095.89,3052.07,3059.91
19/03/2012,3098.09,3100.00,3080.50,3095.88
16/03/2012,3084.51,3101.93,3084.51,3098.09
15/03/2012,3088.34,3094.62,3073.90,3084.51
14/03/2012,3092.66,3109.83,3088.34,3088.34
13/03/2012,3057.90,3093.16,3057.90,3092.66
12/03/2012,3054.31,3058.13,3041.36,3057.90
09/03/2012,3039.39,3059.17,3032.14,3054.31
08/03/2012,3002.91,3046.36,3002.91,3039.39
07/03/2012,2986.54,3007.33,2982.25,3002.91
06/03/2012,3044.53,3044.53,2982.17,2986.54
05/03/2012,3065.11,3065.11,3039.69,3044.53
02/03/2012,3073.69,3077.66,3062.66,3065.11
01/03/2012,3043.91,3075.95,3038.31,3073.69
29/02/2012,3071.61,3079.32,3043.91,3043.91
28/02/2012,3063.96,3075.77,3057.64,3071.62
27/02/2012,3074.65,3074.67,3039.51,3063.96
24/02/2012,3074.93,3087.45,3070.42,3074.65
23/02/2012,3063.47,3082.53,3056.73,3074.94
22/02/2012,3066.01,3071.00,3052.91,3063.47
21/02/2012,3075.12,3076.26,3060.20,3066.01
20/02/2012,3053.05,3080.18,3053.05,3075.12
17/02/2012,3040.14,3061.08,3040.14,3053.05
16/02/2012,3046.42,3046.42,3014.10,3040.14
15/02/2012,3048.47,3061.76,3040.46,3046.42
14/02/2012,3052.15,3059.84,3038.11,3048.47
13/02/2012,3024.62,3058.64,3024.62,3052.15
10/02/2012,3046.11,3046.12,3017.40,3024.62
09/02/2012,3034.14,3054.95,3032.38,3046.11
08/02/2012,3041.56,3053.78,3032.30,3034.15
07/02/2012,3043.62,3050.62,3021.29,3041.57
06/02/2012,3047.42,3047.42,3027.72,3043.62
03/02/2012,2995.51,3047.42,2989.81,3047.42
02/02/2012,2990.34,3001.67,2979.88,2995.51
01/02/2012,2932.91,2990.34,2932.91,2990.34
31/01/2012,2925.65,2955.28,2925.65,2932.91
30/01/2012,2958.86,2958.86,2916.58,2925.65
27/01/2012,2987.74,2987.83,2956.29,2958.86
26/01/2012,2949.96,2993.81,2949.96,2987.74
25/01/2012,2962.12,2975.32,2936.17,2949.97
24/01/2012,2980.33,2980.33,2947.34,2962.12
23/01/2012,2954.79,2983.65,2953.25,2980.33
20/01/2012,2959.40,2963.65,2950.90,2954.79
19/01/2012,2937.11,2960.00,2934.27,2959.40
18/01/2012,2930.34,2938.78,2908.13,2937.11
17/01/2012,2909.95,2945.10,2909.95,2930.34
16/01/2012,2899.91,2912.36,2886.44,2909.96
13/01/2012,2911.47,2931.90,2875.68,2899.91
12/01/2012,2911.30,2927.56,2900.61,2911.48
11/01/2012,2921.90,2926.12,2899.51,2911.30
10/01/2012,2880.93,2928.58,2880.93,2921.90
09/01/2012,2897.03,2908.34,2877.48,2880.93
06/01/2012,2882.23,2912.41,2882.23,2897.03
05/01/2012,2906.40,2915.34,2877.95,2882.24
04/01/2012,2923.63,2932.07,2895.51,2906.40
03/01/2012,2857.87,2923.63,2857.87,2923.63
30/12/2011,2853.58,2863.67,2840.61,2857.88
29/12/2011,2825.88,2853.58,2820.48,2853.58
28/12/2011,2827.09,2853.84,2816.82,2825.88
23/12/2011,2799.61,2828.44,2799.61,2827.09
22/12/2011,2767.77,2805.11,2767.77,2799.61
21/12/2011,2781.41,2811.11,2760.60,2767.77
20/12/2011,2753.05,2784.30,2738.09,2781.41
19/12/2011,2764.96,2774.63,2743.83,2753.05
16/12/2011,2772.25,2796.15,2764.96,2764.96
15/12/2011,2754.78,2786.31,2754.78,2772.25
14/12/2011,2816.24,2816.24,2754.78,2754.78
13/12/2011,2786.80,2834.22,2781.04,2816.23
12/12/2011,2839.83,2839.83,2786.80,2786.80
09/12/2011,2818.45,2844.63,2800.64,2839.83
08/12/2011,2853.46,2877.75,2818.45,2818.45
07/12/2011,2864.00,2894.71,2830.08,2853.46
06/12/2011,2865.51,2874.52,2845.73,2864.00
05/12/2011,2856.45,2882.66,2856.13,2865.51
02/12/2011,2824.73,2876.27,2824.73,2856.45
01/12/2011,2835.85,2855.66,2824.73,2824.73
30/11/2011,2751.30,2850.06,2720.59,2835.84
29/11/2011,2736.16,2754.53,2717.56,2751.30
28/11/2011,2661.18,2742.54,2661.18,2736.15
25/11/2011,2643.55,2678.35,2617.93,2661.18
24/11/2011,2647.64,2670.32,2629.87,2643.55
23/11/2011,2682.72,2682.72,2647.64,2647.64
22/11/2011,2692.02,2720.61,2682.72,2682.72
21/11/2011,2764.19,2764.19,2691.68,2692.03
18/11/2011,2794.65,2794.65,2757.58,2764.19
17/11/2011,2837.06,2837.06,2767.63,2794.66
16/11/2011,2840.37,2864.23,2810.00,2837.05
15/11/2011,2844.35,2856.76,2799.13,2840.36
14/11/2011,2857.02,2872.73,2831.08,2844.36
11/11/2011,2805.59,2858.57,2805.05,2857.02
10/11/2011,2815.69,2832.23,2767.46,2805.59
09/11/2011,2868.53,2890.52,2799.95,2815.69
08/11/2011,2839.48,2890.60,2839.48,2868.53
07/11/2011,2849.89,2862.04,2802.41,2839.49
04/11/2011,2858.42,2883.00,2834.30,2849.89
03/11/2011,2826.31,2866.23,2788.13,2858.42
02/11/2011,2795.56,2830.10,2778.31,2826.31
01/11/2011,2860.87,2860.87,2757.08,2795.56
31/10/2011,2941.35,2941.35,2860.86,2860.86
28/10/2011,2944.75,2962.20,2932.03,2941.35
27/10/2011,2862.11,2960.38,2862.11,2944.75
26/10/2011,2849.95,2872.99,2836.05,2862.11
25/10/2011,2861.43,2873.44,2821.36,2849.96
24/10/2011,2827.83,2863.52,2827.83,2861.43
21/10/2011,2776.23,2833.16,2776.23,2827.83
20/10/2011,2810.06,2810.06,2766.54,2776.23
19/10/2011,2790.42,2825.45,2790.42,2810.05
18/10/2011,2805.16,2805.16,2761.67,2790.43
17/10/2011,2821.04,2858.17,2789.51,2805.16
14/10/2011,2789.14,2837.46,2785.56,2821.04
13/10/2011,2809.53,2817.00,2773.26,2789.14
12/10/2011,2783.15,2816.11,2760.04,2809.53
11/10/2011,2783.97,2783.97,2752.45,2783.15
10/10/2011,2734.98,2789.96,2734.98,2783.97
07/10/2011,2727.36,2765.05,2712.70,2734.98
06/10/2011,2632.35,2727.37,2632.35,2727.37
05/10/2011,2557.82,2640.45,2557.82,2632.35
04/10/2011,2628.41,2628.41,2524.76,2557.82
03/10/2011,2654.39,2654.39,2586.09,2628.41
30/09/2011,2690.44,2690.44,2627.30,2654.38
29/09/2011,2701.65,2715.20,2673.92,2690.44
28/09/2011,2738.54,2747.34,2689.29,2701.64
27/09/2011,2637.46,2738.53,2637.46,2738.53
26/09/2011,2626.98,2667.23,2584.04,2637.46
23/09/2011,2619.04,2647.43,2559.84,2626.98
22/09/2011,2742.17,2742.17,2607.42,2619.05
21/09/2011,2777.06,2779.00,2733.26,2742.17
20/09/2011,2728.15,2783.57,2709.87,2777.05
19/09/2011,2783.65,2783.65,2714.45,2728.15
16/09/2011,2766.46,2799.58,2766.46,2783.65
15/09/2011,2709.56,2780.05,2709.56,2766.46
14/09/2011,2683.03,2729.87,2670.08,2709.56
13/09/2011,2662.11,2696.14,2635.12,2683.03
12/09/2011,2706.54,2706.54,2632.29,2662.11
09/09/2011,2769.78,2773.26,2701.67,2706.53
08/09/2011,2758.63,2785.23,2736.14,2769.78
07/09/2011,2678.25,2758.63,2678.25,2758.63
06/09/2011,2655.24,2696.81,2646.55,2678.25
05/09/2011,2749.64,2749.64,2653.18,2655.24
02/09/2011,2812.61,2812.61,2733.99,2749.64
01/09/2011,2800.51,2826.23,2776.87,2812.61
31/08/2011,2733.88,2807.34,2731.17,2800.51
30/08/2011,2663.53,2738.35,2663.53,2733.89
26/08/2011,2665.24,2672.08,2607.58,2663.53
25/08/2011,2699.06,2722.83,2651.97,2665.24
24/08/2011,2661.10,2719.43,2648.19,2699.06
23/08/2011,2643.61,2692.84,2637.02,2661.10
22/08/2011,2616.34,2684.79,2594.44,2643.61
19/08/2011,2643.00,2648.30,2562.50,2616.34
18/08/2011,2767.08,2767.08,2620.77,2643.01
17/08/2011,2780.31,2785.30,2744.68,2767.08
16/08/2011,2781.36,2781.36,2738.37,2780.31
15/08/2011,2763.81,2793.74,2763.81,2781.35
12/08/2011,2683.66,2763.81,2652.78,2763.81
11/08/2011,2605.63,2683.66,2576.35,2683.66
10/08/2011,2681.60,2729.42,2600.18,2605.63
09/08/2011,2631.57,2681.60,2494.46,2681.60
08/08/2011,2727.18,2750.90,2630.06,2631.57
05/08/2011,2802.51,2802.51,2700.17,2727.18
04/08/2011,2903.02,2932.22,2802.51,2802.51
03/08/2011,2970.21,2970.21,2890.32,2903.02
02/08/2011,3004.41,3005.35,2966.12,2970.21
01/08/2011,3025.70,3072.37,3002.03,3004.41
29/07/2011,3053.94,3053.94,3007.34,3026.02
28/07/2011,3048.00,3058.37,3022.23,3053.94
27/07/2011,3085.14,3085.95,3041.09,3047.99
26/07/2011,3082.80,3095.44,3069.18,3085.14
25/07/2011,3088.36,3088.50,3068.10,3082.80
22/07/2011,3068.36,3104.47,3068.36,3088.36
21/07/2011,3048.05,3085.07,3020.53,3068.36
20/07/2011,3016.33,3049.45,3016.33,3048.05
19/07/2011,2997.21,3021.67,2997.21,3016.33
18/07/2011,3045.51,3045.51,2997.21,2997.21
15/07/2011,3047.46,3055.82,3026.44,3045.51
14/07/2011,3076.55,3076.55,3044.02,3047.46
13/07/2011,3057.70,3078.01,3050.14,3076.55
12/07/2011,3088.28,3088.28,3018.78,3057.70
11/07/2011,3122.43,3124.39,3074.70,3088.28
08/07/2011,3154.10,3168.57,3118.51,3122.43
07/07/2011,3129.81,3161.79,3129.81,3154.10
06/07/2011,3139.39,3140.47,3117.22,3129.81
05/07/2011,3134.94,3145.25,3132.44,3139.39
04/07/2011,3120.33,3140.77,3119.32,3134.94
01/07/2011,3096.72,3123.97,3093.29,3120.33
30/06/2011,3052.05,3096.72,3052.05,3096.72
29/06/2011,3005.85,3053.03,3005.85,3052.05
28/06/2011,2984.33,3018.82,2984.33,3005.85
27/06/2011,2973.08,2986.72,2965.06,2984.33
24/06/2011,2959.86,3006.41,2959.86,2973.08
23/06/2011,3010.19,3010.19,2956.08,2959.86
22/06/2011,3011.74,3017.61,2996.56,3010.19
21/06/2011,2971.26,3012.47,2971.26,3011.74
20/06/2011,2985.57,2985.57,2951.08,2971.26
17/06/2011,2977.47,2993.42,2950.44,2985.57
16/06/2011,3001.84,3001.84,2951.17,2977.47
15/06/2011,3031.97,3031.97,3001.84,3001.84
14/06/2011,3015.71,3039.68,3015.71,3031.97
13/06/2011,3012.62,3025.06,3010.91,3015.72
10/06/2011,3057.04,3061.14,3009.19,3012.62
09/06/2011,3034.52,3059.01,3027.71,3057.04
08/06/2011,3064.03,3064.03,3027.74,3034.52
07/06/2011,3062.74,3076.07,3056.89,3064.03
06/06/2011,3058.58,3069.82,3046.16,3062.74
03/06/2011,3054.98,3065.14,3034.10,3058.58
02/06/2011,3092.55,3092.55,3054.98,3054.98
01/06/2011,3121.07,3121.82,3084.49,3092.54
31/05/2011,3094.61,3129.20,3094.61,3121.07
27/05/2011,3064.66,3099.61,3064.66,3094.62
26/05/2011,3058.92,3079.01,3058.39,3064.66
25/05/2011,3055.16,3063.99,3032.35,3058.92
24/05/2011,3042.66,3065.87,3042.66,3055.16
23/05/2011,3099.96,3099.96,3042.46,3042.66
20/05/2011,3102.99,3132.92,3091.35,3099.97
19/05/2011,3085.15,3124.17,3085.15,3102.99
18/05/2011,3055.52,3089.88,3055.52,3085.15
17/05/2011,3087.44,3095.36,3055.52,3055.52
16/05/2011,3090.52,3092.01,3058.05,3087.44
13/05/2011,3097.62,3124.74,3088.08,3090.52
12/05/2011,3113.21,3113.21,3068.18,3097.62
11/05/2011,3133.73,3143.31,3108.18,3113.20
10/05/2011,3094.14,3134.62,3094.14,3133.73
09/05/2011,3109.63,3120.72,3084.75,3094.14
06/05/2011,3082.42,3112.57,3058.00,3109.63
05/05/2011,3113.25,3125.01,3079.22,3082.42
04/05/2011,3160.85,3160.85,3108.10,3113.25
03/05/2011,3155.03,3170.81,3147.61,3160.85
28/04/2011,3149.52,3160.97,3145.09,3155.03
27/04/2011,3148.97,3158.90,3138.43,3149.53
26/04/2011,3124.36,3149.37,3119.57,3148.96
21/04/2011,3124.34,3138.32,3118.81,3124.35
20/04/2011,3062.29,3128.44,3062.29,3124.34
19/04/2011,3047.60,3073.80,3047.60,3062.29
18/04/2011,3110.31,3110.31,3042.11,3047.60
15/04/2011,3093.33,3110.30,3093.13,3110.30
14/04/2011,3114.12,3114.12,3083.79,3093.33
13/04/2011,3091.22,3129.19,3091.22,3114.12
12/04/2011,3136.12,3136.12,3088.57,3091.22
11/04/2011,3138.24,3144.30,3132.79,3136.11
08/04/2011,3114.51,3143.41,3114.51,3138.23
07/04/2011,3133.62,3137.38,3114.51,3114.51
06/04/2011,3116.62,3140.74,3116.62,3133.63
05/04/2011,3122.15,3124.75,3108.85,3116.63
04/04/2011,3116.83,3129.56,3107.63,3122.15
01/04/2011,3067.73,3117.33,3067.73,3116.83
31/03/2011,3088.86,3099.55,3067.73,3067.73
30/03/2011,3080.08,3099.14,3080.08,3088.86
29/03/2011,3068.22,3080.08,3055.86,3080.08
28/03/2011,3065.84,3076.59,3065.84,3068.22
25/03/2011,3055.77,3073.54,3055.32,3065.83
24/03/2011,3012.74,3058.77,3006.63,3055.77
23/03/2011,2997.23,3014.84,2982.94,3012.74
22/03/2011,3009.73,3021.53,2988.37,2997.22
21/03/2011,2973.64,3014.43,2973.64,3009.73
18/03/2011,2959.91,2991.70,2959.91,2973.64
17/03/2011,2909.51,2965.36,2909.51,2959.90
16/03/2011,2956.29,2965.55,2909.52,2909.52
15/03/2011,2999.97,2999.97,2905.63,2956.29
14/03/2011,3026.24,3032.53,2997.50,2999.96
11/03/2011,3037.39,3037.39,3012.25,3026.24
10/03/2011,3086.02,3086.02,3032.31,3037.39
09/03/2011,3103.13,3103.38,3079.46,3086.02
08/03/2011,3102.82,3115.43,3072.99,3103.13
07/03/2011,3109.25,3134.92,3099.18,3102.82
04/03/2011,3112.72,3137.18,3105.79,3109.26
03/03/2011,3069.04,3116.87,3069.04,3112.72
02/03/2011,3079.66,3081.30,3044.36,3069.04
01/03/2011,3106.58,3129.11,3076.61,3079.66
28/02/2011,3109.27,3120.69,3091.99,3106.58
25/02/2011,3066.32,3112.69,3066.32,3109.27
24/02/2011,3072.27,3075.02,3043.86,3066.32
23/02/2011,3109.39,3109.39,3068.76,3072.27
22/02/2011,3120.41,3124.15,3075.47,3109.39
21/02/2011,3154.10,3163.54,3120.17,3120.40
18/02/2011,3155.96,3160.00,3137.51,3154.10
17/02/2011,3154.23,3161.51,3146.99,3155.97
16/02/2011,3131.04,3158.40,3131.04,3154.23
15/02/2011,3144.08,3147.13,3124.67,3131.04
14/02/2011,3143.89,3158.58,3135.83,3144.08
11/02/2011,3122.31,3146.58,3099.95,3143.89
10/02/2011,3139.43,3139.43,3106.68,3122.31
09/02/2011,3158.13,3158.13,3139.37,3139.43
08/02/2011,3139.56,3158.13,3130.62,3158.13
07/02/2011,3110.38,3139.89,3110.38,3139.56
04/02/2011,3101.03,3120.29,3101.03,3110.39
03/02/2011,3109.50,3109.50,3087.59,3101.03
02/02/2011,3090.97,3120.78,3090.97,3109.50
01/02/2011,3044.27,3092.87,3044.27,3090.98
31/01/2011,3055.16,3055.16,3022.31,3044.27
28/01/2011,3094.70,3094.70,3053.77,3055.16
27/01/2011,3096.37,3109.69,3088.70,3094.69
26/01/2011,3069.73,3110.46,3069.73,3096.38
25/01/2011,3083.88,3093.11,3063.52,3069.73
24/01/2011,3061.47,3090.98,3059.04,3083.88
21/01/2011,3047.99,3081.45,3047.99,3061.47
20/01/2011,3103.84,3103.84,3048.00,3048.00
19/01/2011,3142.62,3152.02,3103.31,3103.83
18/01/2011,3108.28,3146.27,3108.28,3142.62
17/01/2011,3115.37,3120.02,3103.92,3108.29
14/01/2011,3125.85,3129.05,3090.70,3115.37
13/01/2011,3137.50,3139.90,3116.63,3125.84
12/01/2011,3120.18,3137.81,3120.18,3137.50
11/01/2011,3088.45,3128.13,3088.45,3120.18
10/01/2011,3104.23,3104.23,3082.06,3088.45
07/01/2011,3121.13,3122.69,3100.83,3104.23
06/01/2011,3133.05,3154.73,3116.25,3121.13
05/01/2011,3119.00,3133.05,3096.12,3133.05
04/01/2011,3062.85,3135.24,3062.85,3119.00
31/12/2010,3094.41,3100.77,3062.85,3062.85
30/12/2010,3107.41,3112.73,3093.46,3094.41
29/12/2010,3107.71,3114.33,3095.51,3107.41
24/12/2010,3104.69,3107.71,3094.05,3107.71
23/12/2010,3098.29,3105.90,3098.16,3104.70
22/12/2010,3082.39,3101.98,3075.68,3098.29
21/12/2010,3053.13,3083.01,3053.13,3082.39
20/12/2010,3044.15,3063.40,3041.98,3053.13
17/12/2010,3045.21,3057.14,3037.36,3044.15
16/12/2010,3046.33,3058.91,3036.89,3045.21
15/12/2010,3051.76,3052.95,3035.13,3046.33
14/12/2010,3036.34,3051.76,3030.25,3051.76
13/12/2010,3012.40,3041.08,3012.40,3036.34
10/12/2010,3009.37,3018.11,3003.45,3012.40
09/12/2010,3001.78,3022.53,3001.78,3009.38
08/12/2010,3010.68,3017.07,2994.24,3001.78
07/12/2010,2988.60,3028.39,2988.60,3010.68
06/12/2010,2974.73,2994.46,2968.12,2988.60
03/12/2010,2984.40,2992.42,2961.65,2974.74
02/12/2010,2919.43,2984.98,2919.43,2984.40
01/12/2010,2861.61,2923.82,2861.61,2919.43
30/11/2010,2874.78,2895.94,2859.50,2861.61
29/11/2010,2930.77,2956.40,2874.78,2874.78
26/11/2010,2945.03,2945.03,2898.94,2930.78
25/11/2010,2922.73,2948.66,2922.73,2945.02
24/11/2010,2885.31,2928.71,2881.66,2922.73
23/11/2010,2935.94,2935.94,2885.31,2885.31
22/11/2010,2959.81,2983.89,2930.62,2935.94
19/11/2010,2976.39,2977.93,2938.30,2959.82
18/11/2010,2937.89,2982.01,2937.89,2976.39
17/11/2010,2933.37,2942.73,2922.87,2937.88
16/11/2010,3002.11,3002.11,2933.37,2933.37
15/11/2010,2989.69,3007.34,2971.44,3002.11
12/11/2010,2999.21,3005.45,2950.04,2989.69
11/11/2010,3003.44,3014.81,2990.87,2999.20
10/11/2010,3033.42,3033.42,2994.70,3003.45
09/11/2010,3020.33,3045.43,3019.99,3033.48
08/11/2010,3032.59,3035.11,3016.33,3020.33
05/11/2010,3024.73,3041.62,3012.69,3032.58
04/11/2010,2969.41,3030.63,2969.41,3024.72
03/11/2010,2975.19,2982.12,2961.69,2969.41
02/11/2010,2945.62,2980.15,2945.20,2975.20
01/11/2010,2936.15,2964.73,2934.47,2945.62
29/10/2010,2937.41,2946.84,2922.23,2936.15
28/10/2010,2922.34,2953.27,2922.34,2937.41
27/10/2010,2953.87,2953.87,2916.50,2922.34
26/10/2010,2974.58,2974.58,2939.15,2953.87
25/10/2010,2966.99,2991.87,2966.99,2974.58
22/10/2010,2974.37,2974.37,2959.64,2967.00
21/10/2010,2959.35,2987.82,2946.17,2974.36
20/10/2010,2947.99,2959.34,2935.15,2959.34
19/10/2010,2966.75,2976.56,2942.28,2947.99
18/10/2010,2948.03,2969.43,2931.63,2966.75
15/10/2010,2960.38,2968.27,2930.77,2948.03
14/10/2010,2969.56,2981.67,2953.84,2960.38
13/10/2010,2926.60,2975.17,2926.60,2969.57
12/10/2010,2933.10,2933.10,2895.57,2926.60
11/10/2010,2923.54,2938.87,2923.54,2933.10
08/10/2010,2926.99,2927.23,2900.76,2923.54
07/10/2010,2936.58,2948.78,2921.50,2926.98
06/10/2010,2912.18,2941.66,2912.18,2936.58
05/10/2010,2872.60,2916.21,2869.77,2912.18
04/10/2010,2889.71,2893.24,2870.10,2872.60
01/10/2010,2867.58,2899.43,2867.58,2889.71
30/09/2010,2877.55,2914.83,2863.19,2867.58
29/09/2010,2881.15,2901.91,2866.50,2877.55
28/09/2010,2879.26,2882.02,2847.19,2881.16
27/09/2010,2889.12,2899.05,2877.95,2879.25
24/09/2010,2862.46,2894.69,2848.41,2889.12
23/09/2010,2865.02,2882.46,2827.33,2862.45
22/09/2010,2879.32,2887.92,2849.92,2865.02
21/09/2010,2890.54,2905.96,2879.32,2879.32
20/09/2010,2844.71,2891.45,2844.71,2890.54
17/09/2010,2859.22,2894.50,2844.71,2844.71
16/09/2010,2868.06,2871.79,2856.75,2859.22
15/09/2010,2872.11,2876.76,2858.23,2868.06
14/09/2010,2872.74,2880.57,2860.28,2872.10
13/09/2010,2840.25,2875.15,2840.25,2872.73
10/09/2010,2833.79,2844.70,2825.95,2840.25
09/09/2010,2801.77,2838.48,2794.11,2833.78
08/09/2010,2790.72,2808.91,2767.65,2801.76
07/09/2010,2806.78,2806.78,2778.05,2790.72
06/09/2010,2800.22,2814.22,2800.22,2806.78
03/09/2010,2772.90,2812.30,2772.90,2800.22
02/09/2010,2767.47,2777.78,2758.73,2772.91
01/09/2010,2696.72,2767.47,2696.72,2767.47
31/08/2010,2684.42,2696.72,2650.78,2696.72
27/08/2010,2660.36,2687.69,2647.15,2684.41
26/08/2010,2638.11,2666.25,2638.11,2660.35
25/08/2010,2661.46,2668.39,2619.93,2638.12
24/08/2010,2700.96,2700.96,2639.99,2661.46
23/08/2010,2681.11,2716.98,2678.14,2700.95
20/08/2010,2690.82,2700.21,2664.73,2681.12
19/08/2010,2732.80,2748.14,2688.91,2690.81
18/08/2010,2754.77,2754.77,2729.92,2732.80
17/08/2010,2716.96,2754.77,2716.96,2754.77
16/08/2010,2716.96,2730.42,2695.67,2716.96
13/08/2010,2712.96,2732.26,2695.36,2716.96
12/08/2010,2706.59,2716.37,2687.06,2712.96
11/08/2010,2772.57,2772.57,2706.59,2706.59
10/08/2010,2792.58,2792.58,2760.64,2772.57
09/08/2010,2753.67,2795.55,2753.67,2792.56
06/08/2010,2771.20,2791.48,2742.98,2753.67
05/08/2010,2778.09,2794.04,2767.39,2771.21
04/08/2010,2783.03,2787.10,2746.04,2778.08
03/08/2010,2784.19,2784.19,2763.07,2783.03
02/08/2010,2715.36,2784.78,2715.36,2784.19
30/07/2010,2744.30,2747.41,2709.20,2715.36
29/07/2010,2744.38,2771.35,2744.30,2744.30
28/07/2010,2768.02,2782.53,2742.57,2744.38
27/07/2010,2762.54,2790.75,2762.54,2768.03
26/07/2010,2743.57,2762.54,2739.06,2762.54
23/07/2010,2740.45,2749.21,2726.40,2743.57
22/07/2010,2691.46,2742.49,2675.67,2740.45
21/07/2010,2652.70,2705.21,2652.70,2691.45
20/07/2010,2658.04,2672.39,2631.06,2652.70
19/07/2010,2664.54,2682.16,2645.39,2658.05
16/07/2010,2690.60,2720.36,2663.72,2664.54
15/07/2010,2710.58,2718.98,2680.12,2690.60
14/07/2010,2720.03,2728.25,2688.27,2710.58
13/07/2010,2668.70,2720.20,2668.70,2720.03
12/07/2010,2652.66,2680.08,2650.26,2668.69
09/07/2010,2639.16,2661.02,2637.02,2652.65
08/07/2010,2593.21,2646.03,2593.21,2639.17
07/07/2010,2569.27,2593.21,2532.86,2593.21
06/07/2010,2499.84,2570.08,2499.84,2569.27
05/07/2010,2505.19,2516.09,2496.91,2499.85
02/07/2010,2485.69,2522.35,2485.69,2505.19
01/07/2010,2543.47,2543.47,2478.78,2485.69
30/06/2010,2542.26,2564.53,2535.21,2543.47
29/06/2010,2621.73,2621.73,2535.66,2542.26
28/06/2010,2609.05,2627.56,2598.86,2621.73
25/06/2010,2636.43,2650.16,2603.89,2609.05
24/06/2010,2675.86,2689.25,2633.02,2636.43
23/06/2010,2709.58,2709.58,2669.69,2675.86
